,Pitcher,Team,FGID,SAVID,TBF,IP,GS,H,R,W,QS,SV,ER,HR,HR/9,K%,K/9,K,BB,BB/9,BB%,HBP,1B,2B,3B,ERA,WHIP,GB%,LD%,FB%,FB,GB,LD,L,G,HLD,BS,IBB,K/BB,K-BB%,AVG,BABIP,LOB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,MLBAMID,MLBID,$,Deep $
148,Tyler Wells,BAL,20000,669330.0,559.395,132.2,21.06,114.08,63.05,7.0,6.8,0.0,58.0,21.0,1.4,0.239,9.1,134.0,40.0,2.7,0.072,4.0,69.92,21.16,2.0,3.95,1.17,0.324,0.234,0.337,115.04040749999999,145.293915,91.33861499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.4
149,Ryan Weathers,MIA,23796,677960.0,565.977,131.7,24.3,122.2,64.99,6.0,8.8,0.0,60.0,19.0,1.3,0.223,8.6,126.0,41.0,2.8,0.072,8.0,76.36,24.84,2.0,4.1,1.24,0.438,0.241,0.258,103.335043,173.156018,95.95396849999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38,5.49
151,Chase Dollander,COL,33482,801403.0,593.732,131.4,24.3,129.64000000000001,72.75,6.0,8.1,0.0,67.0,19.0,1.3,0.197,8.0,117.0,60.0,4.1,0.101,8.0,81.88000000000001,25.76,3.0,4.59,1.44,0.435,0.241,0.26,108.35032,180.23658999999998,100.22404599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.1
152,Jacob Latz,TEX,21306,656641.0,570.509,130.5,19.44,111.92,63.05,6.0,6.6,0.0,58.0,17.0,1.2,0.219,8.6,125.0,59.0,4.1,0.104,1.0,70.84,22.080000000000002,2.0,4.0,1.31,0.358,0.234,0.311,110.34831949999999,152.284546,91.602633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.13
153,Spencer Arrighetti,HOU,29921,681293.0,584.143,130.3,22.68,116.76,70.81,8.0,9.8,0.0,65.0,20.0,1.4,0.218,8.8,127.0,68.0,4.7,0.116,7.0,72.68,22.080000000000002,2.0,4.49,1.42,0.385,0.242,0.292,107.40346800000002,158.5757725,93.783463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.83
154,Michael Soroka,FA,18383,647336.0,564.873,129.6,24.3,116.76,67.89999999999999,6.0,6.4,0.0,63.0,19.0,1.3,0.245,9.6,138.0,51.0,3.5,0.09,14.0,71.76,23.0,3.0,4.38,1.29,0.404,0.244,0.278,101.10983700000001,156.73904100000004,90.96126600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.75
155,Troy Melton,DET,31807,675512.0,560.864,129.5,21.06,117.52,62.08,5.0,6.3,0.0,57.0,17.0,1.2,0.216,8.4,121.0,46.0,3.2,0.082,3.0,75.44,22.080000000000002,3.0,3.96,1.26,0.414,0.244,0.271,104.57089200000001,166.210608,95.315088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,5.45
156,Jonathan Cannon,CWS,31730,686563.0,564.441,129.1,21.06,123.12,65.96,6.0,8.4,0.0,61.0,19.0,1.3,0.188,7.4,106.0,45.0,3.1,0.079,6.0,79.12,23.0,2.0,4.25,1.3,0.385,0.242,0.292,114.10971600000002,168.4772075,99.63928100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.57
157,Joey Cantillo,CLE,23335,676282.0,558.071,128.9,16.2,107.16,59.17,4.0,5.2,0.0,55.0,15.0,1.0,0.253,9.8,141.0,56.0,3.9,0.1,0.0,69.0,21.16,2.0,3.84,1.27,0.435,0.241,0.26,93.87846,156.1632075,86.8375755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65,5.67
158,Andrew Alvarez,WSH,29914,674841.0,565.214,128.4,19.44,120.04,63.05,6.0,7.8,0.0,58.0,15.0,1.1,0.2,7.9,113.0,50.0,3.5,0.088,6.0,80.96000000000001,22.080000000000002,2.0,4.07,1.32,0.564,0.222,0.18,88.48708,199.90035800000004,92.911434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.82
159,Kumar Rocker,TEX,31843,677958.0,556.24,127.6,24.3,117.36,63.05,6.0,5.9,0.0,58.0,16.0,1.1,0.209,8.2,116.0,47.0,3.3,0.084,8.0,77.28,22.080000000000002,2.0,4.09,1.29,0.493,0.234,0.222,94.77083999999999,181.48026000000002,93.19788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.12
161,Caden Dana,LAA,31508,702674.0,560.038,126.9,22.68,116.6,64.99,8.0,12.0,0.0,60.0,18.0,1.3,0.216,8.6,121.0,54.0,3.8,0.097,6.0,75.44,21.16,2.0,4.26,1.34,0.441,0.241,0.255,99.14728500000001,167.68404900000002,92.601639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.75
162,Will Warren,NYY,30182,701542.0,558.745,126.8,21.06,122.28,65.96,7.0,6.8,0.0,61.0,20.0,1.4,0.201,7.9,112.0,47.0,3.3,0.084,3.0,76.36,23.92,2.0,4.33,1.34,0.435,0.241,0.26,103.9337,172.8897125,96.1386725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,4.47
163,Taj Bradley,MIN,22543,671737.0,558.654,126.5,17.82,118.68,66.92999999999999,6.0,8.5,0.0,62.0,21.0,1.5,0.225,9.0,126.0,51.0,3.6,0.091,3.0,71.76,23.92,2.0,4.41,1.34,0.417,0.243,0.27,101.13831,161.630469,92.16944099999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.2
166,Walker Buehler,FA,19374,621111.0,578.239,125.2,24.3,132.64,76.63,6.0,7.8,0.0,71.0,22.0,1.6,0.151,6.3,87.0,61.0,4.4,0.105,10.0,82.8,24.84,3.0,5.1,1.55,0.45,0.239,0.25,109.71094500000001,189.30516000000003,103.0422405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.38
167,Connelly Early,BOS,33666,813349.0,520.934,124.5,21.06,103.32,53.35,6.0,5.5,0.0,49.0,13.0,0.9,0.288,10.8,150.0,37.0,2.7,0.071,6.0,67.16,21.16,2.0,3.54,1.13,0.55,0.224,0.185,74.300315,163.62766,77.47268799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05,7.31
169,Chris Paddack,FA,20099,663978.0,528.969,123.5,22.68,123.28,62.08,7.0,8.1,0.0,57.0,21.0,1.5,0.177,6.9,94.0,27.0,2.0,0.051,2.0,77.28,23.0,2.0,4.15,1.22,0.393,0.243,0.288,111.78350600000002,167.8792435,98.52451350000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
170,Kodai Senga,NYM,31838,673540.0,538.112,123.4,19.44,106.32,60.14,7.0,7.0,0.0,56.0,16.0,1.2,0.251,9.8,135.0,54.0,3.9,0.101,4.0,68.08,20.240000000000002,2.0,4.08,1.3,0.427,0.241,0.265,91.64189999999999,149.59449199999997,83.96143599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23,5.3
171,Roki Sasaki,LAD,sa3025686,808963.0,568.923,122.6,21.06,133.48000000000002,75.66,6.0,4.8,0.0,70.0,22.0,1.6,0.122,5.1,69.0,57.0,4.2,0.1,11.0,83.72,25.76,2.0,5.14,1.55,0.422,0.243,0.267,116.7102105,188.68519799999999,106.9659045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1.25
172,Javier Assad,CHC,21741,665871.0,545.471,122.5,17.82,123.12,65.96,5.0,5.7,0.0,61.0,18.0,1.3,0.17,6.8,93.0,46.0,3.4,0.084,5.0,78.2,23.92,3.0,4.48,1.38,0.445,0.24,0.254,104.463047,177.8310625,97.55304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.43
173,Shohei Ohtani,LAD,19755,660271.0,514.013,121.5,24.3,100.80000000000001,56.26,7.0,5.0,0.0,52.0,17.0,1.3,0.284,10.8,146.0,41.0,3.0,0.079,8.0,63.480000000000004,19.32,1.0,3.85,1.17,0.439,0.241,0.257,84.53286050000001,142.0871485,78.64662650000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22,6.7
174,Yoendrys Gomez,CWS,22872,672782.0,530.108,121.2,19.44,107.32,62.08,4.0,3.7,0.0,57.0,17.0,1.3,0.215,8.5,114.0,51.0,3.8,0.096,9.0,68.08,20.240000000000002,2.0,4.23,1.31,0.36,0.238,0.307,103.50811799999998,144.21766,87.26081199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.43
175,Andrew Heaney,FA,15423,571760.0,523.895,120.4,22.68,118.60000000000001,64.02,7.0,8.2,0.0,59.0,20.0,1.5,0.19,7.5,100.0,37.0,2.8,0.071,9.0,72.68,23.92,2.0,4.41,1.29,0.386,0.242,0.292,106.78302000000001,157.85316,93.24169499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.44
179,Mike Burrows,PIT,24728,681347.0,509.45,118.5,17.82,106.24,57.23,4.0,3.3,0.0,53.0,15.0,1.1,0.232,9.0,118.0,41.0,3.1,0.08,6.0,67.16,22.080000000000002,2.0,4.03,1.24,0.408,0.243,0.276,93.92060000000001,146.83855,84.633675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.16
180,Luis Morales,OAK,32227,806960.0,513.037,118.4,21.06,108.32000000000001,59.17,7.0,7.3,0.0,55.0,18.0,1.4,0.219,8.5,112.0,43.0,3.3,0.084,3.0,66.24000000000001,22.080000000000002,2.0,4.18,1.28,0.348,0.232,0.32,103.83073000000002,139.276393,84.49673200000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.04
181,Luis Gil,NYY,21052,661563.0,539.975,118.3,17.82,108.4,67.89999999999999,6.0,6.9,0.0,63.0,19.0,1.4,0.185,7.6,100.0,70.0,5.3,0.13,6.0,67.16,20.240000000000002,2.0,4.79,1.51,0.336,0.234,0.326,108.40267500000002,141.70042500000002,87.684075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,2.45
183,Emmet Sheehan,LAD,29839,686218.0,481.727,115.8,16.2,86.84,49.47,7.0,7.5,0.0,46.0,15.0,1.2,0.293,11.0,141.0,40.0,3.1,0.084,3.0,53.36,17.48,1.0,3.58,1.1,0.326,0.234,0.335,89.46628249999999,113.67480599999999,71.27229899999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21,7.44
184,Jose Urquidy,FA,18413,664353.0,515.238,115.6,21.06,115.76,63.05,7.0,9.0,0.0,58.0,19.0,1.5,0.166,6.7,86.0,45.0,3.5,0.088,4.0,71.76,23.0,2.0,4.52,1.39,0.367,0.239,0.302,107.97087800000003,153.118843,92.025001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.71
185,Ryan Feltner,COL,21446,663372.0,509.674,114.8,19.44,114.68,61.11,6.0,8.3,0.0,56.0,16.0,1.3,0.194,7.8,99.0,43.0,3.4,0.084,4.0,72.68,23.0,3.0,4.39,1.37,0.441,0.241,0.255,94.67605499999999,160.122027,88.425597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.99
186,McCade Brown,COL,30004,685326.0,508.57,114.3,21.06,107.08,62.08,5.0,4.9,0.0,57.0,14.0,1.1,0.221,8.8,112.0,50.0,3.9,0.099,20.0,69.92,21.16,2.0,4.49,1.37,0.515,0.228,0.211,81.617235,163.754325,81.09737999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.76
187,Mick Abel,MIN,27756,690953.0,490.674,112.8,12.96,102.64,56.26,4.0,4.2,0.0,52.0,16.0,1.3,0.222,8.7,109.0,42.0,3.4,0.085,3.0,63.480000000000004,21.16,2.0,4.15,1.28,0.382,0.243,0.293,93.91986099999998,137.907644,82.03127099999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.73
190,Taijuan Walker,PHI,11836,592836.0,492.815,109.9,14.58,117.68,62.08,4.0,4.4,0.0,57.0,20.0,1.6,0.148,6.0,73.0,37.0,3.0,0.075,4.0,73.60000000000001,22.080000000000002,2.0,4.67,1.41,0.431,0.241,0.262,99.914715,164.80185749999998,92.0670075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.9
191,Matt Waldron,SD,25550,663362.0,471.741,109.3,19.44,101.64000000000001,54.32,6.0,7.8,0.0,50.0,16.0,1.3,0.203,7.9,96.0,35.0,2.9,0.075,6.0,65.32000000000001,19.32,1.0,4.12,1.25,0.393,0.243,0.288,93.363034,140.21492149999997,82.2889515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.04
193,Cade Povich,BAL,30055,700249.0,460.2,106.1,17.82,93.36,51.41,6.0,6.9,0.0,47.0,15.0,1.3,0.238,9.3,110.0,42.0,3.6,0.091,2.0,58.88,17.48,2.0,3.99,1.28,0.394,0.244,0.286,84.1386,126.97840000000001,74.58439999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.27
194,Trevor McDonald,SF,26448,686790.0,463.508,104.8,16.2,99.56,52.379999999999995,5.0,6.9,0.0,48.0,12.0,1.0,0.205,8.2,95.0,43.0,3.7,0.093,5.0,66.24000000000001,19.32,2.0,4.12,1.36,0.562,0.219,0.182,71.937268,161.451968,74.70408599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.4
195,Robert Gasser,MIL,29812,688107.0,451.534,104.8,12.96,100.80000000000001,55.29,3.0,2.9,0.0,51.0,16.0,1.4,0.198,7.6,89.0,30.0,2.6,0.066,16.0,63.480000000000004,19.32,2.0,4.38,1.25,0.392,0.242,0.288,91.114316,136.67147400000002,80.140694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.25
197,Hayden Birdsong,SF,31635,806185.0,446.726,99.9,16.2,86.76,53.35,3.0,3.1,0.0,49.0,13.0,1.2,0.242,9.7,108.0,54.0,4.9,0.121,7.0,54.28,17.48,2.0,4.41,1.41,0.377,0.241,0.297,79.296191,114.886941,68.476603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.62
198,Kai-Wei Teng,SF,24282,678906.0,434.138,97.7,16.2,92.28,54.32,3.0,3.3,0.0,50.0,13.0,1.2,0.208,8.3,90.0,42.0,3.9,0.097,18.0,58.88,18.400000000000002,2.0,4.61,1.37,0.408,0.244,0.276,80.972984,126.59582199999998,73.11739599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.39
199,Paul Blackburn,FA,14739,621112.0,422.164,97.0,17.82,95.12,48.5,6.0,7.4,0.0,45.0,14.0,1.3,0.197,7.7,83.0,30.0,2.8,0.07,3.0,60.720000000000006,18.400000000000002,2.0,4.18,1.29,0.446,0.239,0.254,79.455148,135.41383199999999,74.044778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.7
200,Keider Montero,DET,22630,672456.0,417.038,95.3,12.96,91.52000000000001,49.47,3.0,3.8,0.0,46.0,15.0,1.4,0.192,7.6,80.0,33.0,3.1,0.078,3.0,57.96,16.560000000000002,2.0,4.34,1.31,0.394,0.244,0.285,82.850355,125.26365600000001,73.577196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.93
201,Payton Tolle,BOS,35466,801139.0,392.262,93.0,11.34,76.32000000000001,40.74,3.0,2.6,0.0,38.0,10.0,1.0,0.287,10.9,113.0,31.0,3.0,0.08,4.0,48.760000000000005,16.560000000000002,1.0,3.68,1.15,0.506,0.228,0.216,59.086355999999995,116.18661599999999,58.09330799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69,5.88
203,Kyle Harrison,BOS,27758,690986.0,399.434,92.4,12.96,83.0,45.589999999999996,4.0,4.2,0.0,42.0,13.0,1.3,0.237,9.3,95.0,33.0,3.2,0.083,6.0,51.52,17.48,1.0,4.09,1.26,0.402,0.244,0.28,73.28718,112.91654400000002,65.687028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.78
204,Joe Boyle,TB,29608,671212.0,411.705,92.3,12.96,77.48,48.5,4.0,3.7,0.0,45.0,13.0,1.3,0.248,9.9,102.0,51.0,5.0,0.125,6.0,48.760000000000005,14.72,1.0,4.39,1.39,0.376,0.24,0.297,72.0493425,104.258115,62.08919999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.85
205,Kyle Wright,FA,19665,657140.0,391.729,90.8,16.2,80.92,42.68,6.0,7.0,0.0,39.0,10.0,1.0,0.231,8.9,90.0,32.0,3.2,0.081,10.0,55.2,14.72,1.0,3.87,1.24,0.621,0.212,0.148,55.024716,141.74258949999998,60.95875399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.42
208,J.T. Ginn,OAK,27889,669372.0,387.786,90.1,14.58,80.08000000000001,42.68,5.0,5.0,0.0,39.0,11.0,1.1,0.238,9.2,92.0,31.0,3.1,0.081,6.0,52.440000000000005,15.64,1.0,3.9,1.23,0.485,0.237,0.225,64.210605,121.139595,63.151461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.27
209,Samuel Aldegheri,LAA,26443,691951.0,398.917,89.5,11.34,83.24000000000001,52.379999999999995,3.0,4.5,0.0,48.0,16.0,1.6,0.195,7.8,78.0,41.0,4.1,0.102,17.0,50.6,15.64,1.0,4.83,1.39,0.308,0.234,0.347,84.9548095,103.28937299999998,66.340329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.06
210,Omar Cruz,SD,23875,678316.0,384.214,89.3,11.34,71.8,41.71,3.0,2.0,0.0,38.0,11.0,1.1,0.27,10.5,104.0,39.0,3.9,0.102,4.0,46.0,13.8,1.0,3.83,1.24,0.41,0.243,0.275,64.52474500000001,101.30987999999999,58.253181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.15
212,AJ Blubaugh,HOU,31764,805123.0,380.14,87.9,11.34,77.4,41.71,4.0,3.6,0.0,38.0,12.0,1.2,0.237,9.2,90.0,33.0,3.4,0.086,0.0,49.68,14.72,1.0,3.89,1.26,0.435,0.241,0.26,66.8564,111.21305,61.842169999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.05
213,Grant Taylor,CWS,33927,691799.0,365.733,87.6,3.24,67.04,34.92,1.0,1.4,11.0,32.0,9.0,0.9,0.303,11.4,111.0,31.0,3.2,0.084,0.0,45.080000000000005,11.96,1.0,3.29,1.12,0.53,0.23,0.198,51.234857000000005,107.39184,52.577255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18,7.28
214,Carson Whisenhunt,SF,31676,687931.0,388.922,87.6,14.58,84.76,46.56,4.0,5.3,0.0,43.0,11.0,1.1,0.198,7.9,77.0,36.0,3.7,0.093,8.0,55.2,16.560000000000002,2.0,4.42,1.38,0.499,0.231,0.22,66.22128000000001,128.165769,64.979631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.77
215,Gordon Graceffo,STL,29519,700669.0,375.098,87.2,6.48,81.0,40.74,2.0,2.7,0.0,38.0,11.0,1.1,0.209,8.1,78.0,26.0,2.7,0.07,3.0,53.36,15.64,1.0,3.92,1.23,0.451,0.238,0.25,69.12999,119.41866900000001,64.792422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.71
219,Dom Hamel,TEX,30153,687589.0,376.52,85.4,6.48,76.4,42.68,2.0,1.8,0.0,39.0,11.0,1.2,0.215,8.5,81.0,37.0,3.9,0.099,4.0,49.68,14.72,1.0,4.11,1.33,0.444,0.24,0.254,66.43964,112.97323999999999,62.044799999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.06
221,Charlie Morton,FA,4676,450203.0,377.999,84.8,16.2,78.24000000000001,44.62,6.0,7.5,0.0,41.0,11.0,1.2,0.227,9.1,86.0,40.0,4.2,0.106,8.0,51.52,14.72,1.0,4.35,1.39,0.475,0.238,0.232,61.99175400000001,114.02954750000002,60.227761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.15
222,Louis Varland,TOR,27691,686973.0,353.031,82.3,3.24,75.56,39.769999999999996,1.0,1.1,2.0,37.0,12.0,1.3,0.236,9.1,83.0,25.0,2.7,0.071,3.0,47.84,14.72,1.0,4.05,1.22,0.483,0.238,0.226,59.542533,111.85665150000001,58.562409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.66
223,Stephen Kolek,KC,21487,663568.0,356.391,81.9,8.1,81.92,40.74,3.0,3.9,0.0,38.0,10.0,1.1,0.163,6.4,58.0,23.0,2.5,0.065,5.0,55.2,14.72,2.0,4.18,1.28,0.525,0.226,0.205,64.0284075,131.49920250000002,64.166103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.16
225,Ben Brown,CHC,23590,676962.0,337.025,80.0,3.24,67.2,35.89,1.0,0.9,2.0,33.0,10.0,1.1,0.261,9.9,88.0,25.0,2.8,0.075,2.0,42.32,12.88,2.0,3.71,1.15,0.413,0.244,0.272,59.59065,94.42653749999998,54.21404999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.4
226,Alek Manoah,ATL,26410,666201.0,345.256,79.6,11.34,70.96000000000001,40.74,4.0,4.9,0.0,38.0,12.0,1.4,0.234,9.2,81.0,30.0,3.4,0.088,9.0,44.160000000000004,13.8,1.0,4.3,1.27,0.38,0.243,0.294,64.888912,94.87368,56.57282399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.46
227,Yilber Diaz,ARI,29271,700270.0,348.996,79.0,9.72,73.72,39.769999999999996,3.0,3.9,0.0,37.0,11.0,1.3,0.201,8.0,70.0,32.0,3.6,0.091,0.0,46.0,14.72,2.0,4.22,1.34,0.393,0.242,0.288,67.676904,101.63885399999998,59.52603599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.01
228,Sawyer Gipson-Long,DET,26048,687830.0,329.232,77.0,6.48,67.12,35.89,1.0,1.1,0.0,33.0,10.0,1.2,0.231,8.9,76.0,25.0,2.9,0.075,3.0,43.24,12.88,1.0,3.86,1.2,0.406,0.244,0.277,61.28029200000001,95.40097600000001,55.232144000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.74
229,Janson Junk,MIA,23301,676083.0,326.117,76.9,4.86,72.56,34.92,1.0,1.8,0.0,32.0,9.0,1.1,0.19,7.3,62.0,17.0,2.0,0.052,2.0,46.92,15.64,1.0,3.75,1.16,0.412,0.244,0.273,65.85668050000001,104.036257,59.802314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.86
230,Jimmy Herget,COL,17556,623474.0,329.718,76.8,0.0,73.72,38.8,0.0,0.0,0.0,36.0,11.0,1.3,0.232,8.9,76.0,21.0,2.5,0.064,6.0,45.080000000000005,15.64,2.0,4.22,1.23,0.339,0.233,0.324,67.95365600000001,89.48007100000001,55.037807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.75
231,Mitchell Parker,WSH,27636,680730.0,331.429,75.6,6.48,74.48,36.86,2.0,2.8,0.0,34.0,10.0,1.2,0.145,5.7,48.0,24.0,2.9,0.071,1.0,48.760000000000005,14.72,1.0,4.05,1.3,0.402,0.244,0.279,69.9161155,107.922464,62.781817999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
232,Richard Fitts,BOS,30160,690916.0,334.65,75.3,8.1,76.4,40.74,2.0,2.5,0.0,38.0,11.0,1.3,0.185,7.4,62.0,27.0,3.2,0.082,4.0,47.84,16.560000000000002,1.0,4.54,1.37,0.432,0.241,0.262,64.11465,105.87514999999999,59.078824999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.3
236,Carmen Mlodzinski,PIT,27572,669387.0,314.981,73.0,1.62,67.88000000000001,33.949999999999996,0.0,0.4,0.0,31.0,8.0,1.0,0.195,7.5,61.0,23.0,2.8,0.073,3.0,45.080000000000005,13.8,1.0,3.82,1.24,0.471,0.239,0.234,57.052307,104.0569405,55.3199495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.97
237,Tyler Rogers,FA,15541,643511.0,308.219,72.9,0.0,74.4,32.98,0.0,0.0,0.0,30.0,9.0,1.1,0.175,6.7,54.0,9.0,1.1,0.029,4.0,50.6,13.8,1.0,3.7,1.14,0.555,0.224,0.182,54.193399,120.7703575,56.89080799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.4
239,Jordan Wicks,CHC,30094,696136.0,319.435,72.7,6.48,69.88,35.89,2.0,1.3,0.0,33.0,10.0,1.2,0.185,7.3,59.0,25.0,3.1,0.078,1.0,46.0,12.88,1.0,4.09,1.31,0.458,0.239,0.244,59.32962,104.53314,56.3866825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.1
240,Ryan Yarbrough,FA,16502,642232.0,316.857,72.4,12.96,71.88000000000001,38.8,3.0,3.5,0.0,36.0,12.0,1.5,0.179,7.1,57.0,23.0,2.9,0.073,7.0,45.080000000000005,13.8,1.0,4.48,1.31,0.394,0.244,0.286,64.66196100000002,97.58508400000002,57.319394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.7
