Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Yohan Ramírez","PIT",2.4161,2.4868,0,3.99078,50,0,0,4.3919,,50,217.391,47.324,24.0537,22.171,5.22222,20.2983,1.3207,4.7989,48.3596,8.70473,3.65369,2.38245,0.94,0.222454,0.0933723,0.12908215075731277,0.246103,1.35245,0.303519,0.722397,0.459204,,4.06436,0.132003,0.295589,999,,,,,,,223.3,4.466,222,4.44,6.53,5.53,4.91,4.44,4.04,3.67,3.31,2.94,2.5,5.05,4.78,4.59,4.44,4.3,4.16,4.02,3.86,3.65,"Yohan Ramirez","19444",670990
"JR Ritchie","ATL",1.0728,1.1617,1.3771,4.56167,3.24,3.24,0,0,,18.468,80.611,19.1744,10.1036,9.36055,2.46035,7.0596,0.0738,0.8884,14.9689,7.29479,3.44035,2.12036,1.199,0.185693,0.0875761,0.09811687469482422,0.263881,1.42051,0.302606,0.707799,0.457445,,4.53706,0.131631,0.136458,999,,,,,,,65.20000000000002,3.622222222222223,70,3.888888888888889,8.45,6.69,5.65,4.9,4.28,3.74,3.24,2.74,2.17,5.73,5.43,5.22,5.05,4.89,4.74,4.58,4.4,4.17,"JR Ritchie","sa3020395",702275
"Brent Headrick","NYY",2.1425,1.9757,0,3.89426,42,0,0,0.691,,42,178.42,38.6536,19.5281,18.1732,6.04333,14.0761,1.0628,1.9464,42.3904,9.08366,3.01631,3.01152,1.295,0.237588,0.0788931,0.15869465470314026,0.238018,1.25547,0.286146,0.749996,0.377043,,4.13157,0.131509,0.115588,749.280029296875,,,,,,,175.6,4.180952380952381,172,4.095238095238095,6.53,5.44,4.77,4.27,3.84,3.46,3.09,2.71,2.26,4.95,4.66,4.46,4.29,4.14,4,3.85,3.69,3.47,"Brent Headrick","27702",687396
"Ty Madden","DET",1.3567,1.5275,0.668,4.22746,19.62,1.62,0,0.61,,27.22,116.855,26.3805,13.7454,12.7857,3.59909,9.807,0.4972,1.0017,24.3129,8.0388,3.24258,2.47914,1.19,0.20806,0.0839245,0.12413588911294937,0.248764,1.32945,0.291567,0.720481,0.39692,,4.25889,0.131482,0.077343,999,,,,,,,102.00000000000003,3.777777777777779,102,3.7777777777777777,8.30373,6.30937,5.18049,4.38242,3.74145,3.20403,2.70677,2.22629,1.69258,5.32065,5.02388,4.82049,4.6571,4.50372,4.36033,4.21356,4.04017,3.82339,"Ty Madden","30140",680744
"Manuel Rodríguez","TBR",0.7902,0.7787,0,3.84405,16,0,0,0.6602,,16,68.056,15.5512,7.4657,6.83387,1.74044,5.4838,0.4019,0.7743,14.7926,8.32084,3.08464,2.69751,0.979,0.217359,0.0805778,0.1367814689874649,0.251646,1.31469,0.30511,0.729596,0.505343,,3.87357,0.131253,0.13145,747.2000122070312,,,,,,,68.20000000000002,4.262500000000001,70,4.375,7.64,5.83,4.8,4.06,3.48,2.98,2.52,2.08,1.59,4.97,4.67,4.47,4.31,4.16,4.02,3.87,3.7,3.48,"Manuel Rodriguez","20794",655889
"Tim Mayza",,2.17,2.1445,0,3.95101,44,0,0,0,,44,189.655,44.6981,21.129,19.316,4.66889,15.7547,1.2257,1.6153,36.1183,7.38783,3.22255,2.29254,0.955,0.190442,0.0830703,0.10737182199954987,0.259443,1.37393,0.30441,0.729348,0.5,,4.05716,0.131177,0.201964,999,,,,,,,165.10000000000002,3.752272727272728,173,3.9318181818181817,6.65,5.58,4.92,4.42,3.99,3.61,3.24,2.85,2.4,5.09,4.8,4.6,4.43,4.28,4.14,3.99,3.82,3.6,"Tim Mayza","15042",641835
"José Leclerc",,2.168,2.1465,0,4.04904,44,0,0,0,,44,188.518,38.3904,21.1678,19.7953,5.90578,19.0158,1.0438,1.8379,47.1271,9.63963,3.8896,2.47831,1.208,0.249987,0.10087,0.14911732822656631,0.228972,1.30469,0.283383,0.737481,0.343,,4.15973,0.129335,0.202026,999,,,,,,,184,4.181818181818182,173,3.9318181818181817,6.66,5.59,4.93,4.42,4,3.62,3.25,2.86,2.4,5.09,4.8,4.6,4.44,4.29,4.15,4,3.84,3.62,"Jose Leclerc","14524",600917
"Joe Rock","TBR",1.7503,1.9191,0.6711,4.15319,27.62,1.62,0,0.6602,,35.234,150.885,36.4962,17.6322,16.2593,4.7331,10.4037,0.6993,1.5638,28.332,7.23699,2.65747,2.72326,1.209,0.187772,0.0689512,0.11882096529006958,0.262719,1.3311,0.30007,0.726722,0.462862,,4.29222,0.128904,0.107916,999,,,,,,,127.9,3.6542857142857144,134,3.8285714285714287,7.82685,6.1307,5.14394,4.43221,3.85669,3.3569,2.89758,2.44614,1.92517,5.1918,4.93656,4.75394,4.6087,4.47607,4.34345,4.21083,4.05821,3.85297,"Joe Rock","30016",697812
"Jose Corniell","TEX",1.884,2.1191,1.3427,4.35407,21.24,3.24,0,0.6576,,36.468,156.481,35.7097,18.9235,17.6427,5.32838,12.7654,0.5357,1.5955,32.1707,7.93946,3.15039,2.52015,1.315,0.205589,0.081578,0.12401057779788971,0.251264,1.32925,0.290394,0.720501,0.395902,,4.45164,0.128812,0.0964277,741.760009765625,,,,,,,134.30000000000004,3.7305555555555565,138,3.8333333333333335,8.13539,6.38007,5.35475,4.60943,4.00917,3.48891,3.00359,2.52321,1.98282,5.53449,5.20436,4.97424,4.78917,4.62411,4.46398,4.29891,4.11385,3.86372,"Jose Corniell","27984",692030
"Jackson Rutledge","WSN",2.5192,2.874,0,4.27412,55,0,0,9.978,,55,236.457,52.8962,28.0469,26.1196,7.57167,20.4091,1.2414,3.2106,48.3475,7.91141,3.33967,2.36892,1.239,0.204466,0.0863121,0.11815424263477325,0.248529,1.33282,0.288842,0.721767,0.400762,,4.45506,0.128028,0.141511,749.3200073242188,,,,,,,237.8,4.323636363636364,238,4.327272727272727,6.74,5.79,5.18,4.72,4.32,3.96,3.6,3.23,2.77,5.28,5.02,4.84,4.69,4.56,4.43,4.29,4.14,3.93,"Jackson Rutledge","26215",671131
"Ryan Thompson","ARI",3.0729,3.0066,0,4.09866,62,0,2.261,12.8103,,62,265.98,64.0745,30.767,28.2352,6.27578,20.3866,1.8103,2.5401,50.1647,7.28197,2.95935,2.46067,0.911,0.188603,0.0766471,0.1119561493396759,0.263623,1.36228,0.309725,0.709535,0.5019,,3.94217,0.127646,0.203744,732.1199951171875,,,,,,,311.5999999999999,5.025806451612902,325,5.241935483870968,6.51,5.61,5.04,4.6,4.22,3.87,3.53,3.17,2.73,5.22,4.94,4.74,4.58,4.43,4.29,4.14,3.97,3.75,"Ryan Thompson","16647",657044
"Porter Hodge","CHC",2.5247,2.3779,0,3.87057,50,0,0,4.844,,50,215.054,43.1482,23.2737,21.5032,5.82222,24.8413,1.2456,2.0034,54.2275,9.76095,4.47143,2.18296,1.048,0.252158,0.115512,0.13664568215608597,0.229256,1.35979,0.291246,0.747276,0.419924,,4.0905,0.126523,0.315925,737.6400146484375,,,,,,,231.39999999999998,4.627999999999999,219,4.38,6.36,5.38,4.76,4.29,3.89,3.53,3.18,2.82,2.38,4.94,4.65,4.46,4.3,4.15,4.01,3.87,3.71,3.49,"Porter Hodge","26413",687863
"Brennan Bernardino","COL",2.6639,3.0235,0,4.51748,58,0,1.912,10.3653,,58,256.524,60.1594,31.3763,29.1126,7.16622,25.5631,2.5701,3.4154,53.065,8.23422,3.96669,2.07584,1.112,0.206862,0.0996519,0.10720983892679214,0.264384,1.47797,0.316728,0.718012,0.459332,,4.41042,0.126171,0.35709,999,,,,,,,256.1,4.415517241379311,268,4.620689655172414,7.05,6.09,5.48,5.01,4.61,4.24,3.87,3.49,3.01,5.67,5.36,5.16,4.99,4.83,4.68,4.53,4.35,4.12,"Brennan Bernardino","16835",657514
"Pierson Ohl","MIN",2.891,2.9925,0,4.2058,60,0,1.898,11.4701,,60,252.525,62.1493,30.0343,28.0387,8.87333,12.6157,1.4652,1.8503,48.4684,7.27026,1.89235,3.84191,1.331,0.191935,0.0499582,0.14197684079408646,0.261067,1.24608,0.294803,0.717501,0.383107,,4.16538,0.126075,0.120458,999,,,,,,,277.1,4.618333333333334,288,4.8,6.57,5.66,5.08,4.63,4.25,3.9,3.56,3.2,2.75,5.22,4.95,4.77,4.61,4.47,4.34,4.2,4.04,3.83,"Pierson Ohl","30179",701487
"Chris Murphy","CHW",1.893,2.0294,0,4.04401,40,0,0,0.6066,,40,173.385,37.6081,19.4761,17.9734,4.8,17.995,0.9892,2.0472,37.1853,8.36669,4.04888,2.06642,1.08,0.214467,0.103786,0.11068026721477509,0.245255,1.39008,0.29462,0.739049,0.443937,,4.33904,0.122968,0.186922,999,,,,,,,153.7,3.8425,153,3.825,6.82,5.69,5,4.47,4.03,3.63,3.24,2.85,2.38,5.16,4.86,4.66,4.49,4.34,4.2,4.05,3.88,3.65,"Chris Murphy","26214",669684
"Tyler Phillips","MIA",3.17,3.498,0,4.12827,68,0,3.266,15.5004,,68,291.971,71.5587,34.0067,31.1914,7.64622,21.2803,1.5232,2.4829,50.7311,6.71441,2.81651,2.38395,1.012,0.173754,0.072885,0.10086891055107117,0.266803,1.36528,0.304591,0.716294,0.499449,,4.1532,0.122199,0.236313,747.0399780273438,,,,,,,329.6000000000001,4.847058823529413,348,5.117647058823529,6.45,5.6,5.06,4.64,4.28,3.94,3.61,3.26,2.84,5.19,4.93,4.75,4.6,4.47,4.34,4.21,4.05,3.85,"Tyler Phillips","20629",663969
"Steven Cruz","KCR",2.1814,2.2312,0,4.20458,45,0,0,0.6683,,45,194.89,42.9655,22.6524,21.0229,5.26,19.4854,1.1436,1.9376,42.0751,8.41502,3.89708,2.15931,1.052,0.215892,0.0999815,0.11591000109910965,0.247687,1.3878,0.298937,0.722468,0.417083,,4.21289,0.122096,0.104712,999,,,,,,,184.7,4.104444444444444,185,4.111111111111111,6.89,5.82,5.15,4.64,4.21,3.82,3.44,3.04,2.57,5.32,5.02,4.81,4.64,4.49,4.34,4.19,4.02,3.79,"Steven Cruz","23165",674444
"Rob Zastryzny","MIL",2.4505,2.4523,0,4.01101,50,0,0,4.2101,,50,213.675,47.1724,24.0132,22.2834,6.60556,18.7126,1.5588,1.9588,46.0675,8.29215,3.36827,2.46184,1.189,0.215596,0.0875751,0.12802106887102127,0.244412,1.3177,0.289081,0.739298,0.39845,,4.25016,0.121723,0.225192,999,,,,,,,206.7,4.1339999999999995,204,4.08,6.54,5.54,4.91,4.43,4.02,3.65,3.3,2.92,2.47,5.13,4.82,4.61,4.44,4.28,4.13,3.97,3.8,3.57,"Rob Zastryzny","15094",642239
"Gunnar Hoglund","ATH",2.6162,3.2202,2.4027,4.80931,20.48,6.48,0,0.6384,,50.6731,219.25,53.9377,28.9364,27.0781,8.30476,15.9235,0.4842,2.2127,37.9815,6.74586,2.82816,2.38525,1.475,0.173234,0.0726271,0.10060661286115646,0.268195,1.37866,0.294734,0.702758,0.401646,,4.84033,0.121663,0.175341,999,,,,,,,164.6,3.227450980392157,177,3.4705882352941178,8.16946,6.72225,5.84279,5.18924,4.65057,4.17017,3.7136,3.24531,2.69083,5.94279,5.63832,5.43108,5.2566,5.1066,4.94937,4.79489,4.61765,4.38318,"Gunnar Hoglund","31318",680684
"Mitch Farris","LAA",1.3825,1.9536,1.8934,4.74722,4.86,4.86,0,0,,27.2522,119.895,27.5987,15.3903,14.3747,4.29374,12.1722,0.1059,0.9957,22.9137,7.56722,4.01985,1.88246,1.418,0.191115,0.101524,0.0895908996462822,0.258591,1.45936,0.293072,0.722181,0.395784,,4.95131,0.115994,0.189977,999,,,,,,,84.80000000000003,3.1407407407407417,90,3.3333333333333335,8.12,6.69,5.81,5.16,4.61,4.12,3.66,3.18,2.62,5.85,5.56,5.36,5.2,5.05,4.9,4.75,4.58,4.35,"Mitch Farris","33628",815083
"Griff McGarry","WSN",2.4418,2.6572,0,4.05247,52,0,0,6.8609,,52,226.58,45.2109,25.2778,23.4143,5.99733,28.0977,1.3749,2.3904,55.3269,9.57581,4.86306,1.96909,1.038,0.244183,0.124008,0.12017477303743362,0.23056,1.40978,0.290972,0.739933,0.412371,,4.26544,0.114635,0.283648,999,,,,,,,242,4.653846153846154,230,4.423076923076923,6.56,5.58,4.96,4.49,4.09,3.72,3.37,2.99,2.54,5.15,4.86,4.65,4.49,4.34,4.19,4.04,3.87,3.65,"Griff McGarry","sa3017130",676046
"Dylan Dodd","ATL",2.1716,1.9465,0,3.88549,42,0,0,0.6483,,42,176.991,42.402,19.6391,18.1323,5.39467,10.8313,1.4094,1.4572,35.8949,7.69176,2.32099,3.314,1.156,0.202806,0.0611969,0.14160947129130363,0.257446,1.26746,0.299866,0.735412,0.432529,,3.97338,0.114189,0.231988,999,,,,,,,180.10000000000002,4.288095238095239,185,4.404761904761905,6.54,5.46,4.8,4.29,3.87,3.49,3.12,2.74,2.29,4.91,4.65,4.46,4.31,4.18,4.04,3.91,3.75,3.55,"Dylan Dodd","29928",689266
"Richard Lovelady","NYM",2.6727,2.4259,0,3.79827,52,0,0,7.3263,,52,222.032,49.2076,23.9378,21.9456,5.76622,19.0781,1.3249,2.8564,46.6499,8.07402,3.30198,2.44521,0.998,0.210104,0.085925,0.12417938560247421,0.245918,1.31319,0.294156,0.736517,0.467579,,4.04792,0.111326,0.256015,999,,,,,,,239.6,4.607692307692307,238,4.576923076923077,6.28,5.31,4.71,4.24,3.85,3.5,3.15,2.79,2.36,4.91,4.62,4.42,4.25,4.1,3.96,3.81,3.64,3.43,"Richard Lovelady","19337",663992
"Joey Lucchesi",,2.3392,2.3676,0,4.06167,48,0,0,0,,48,206.897,49.2187,23.6142,21.6622,5.32267,17.3311,1.111,1.769,36.3296,6.8118,3.24958,2.09621,0.998,0.175593,0.0837668,0.09182588756084442,0.262085,1.38645,0.30036,0.726514,0.480481,,4.25671,0.110108,0.108523,999,,,,,,,181.30000000000004,3.777083333333334,190,3.9583333333333335,6.68,5.66,5.02,4.54,4.13,3.75,3.39,3.01,2.55,5.13,4.86,4.68,4.53,4.4,4.26,4.13,3.97,3.77,"Joey Lucchesi","19320",664192
"Blade Tidwell","SFG",1.487,1.6832,0.6438,4.16908,22.62,1.62,0,0.6686,,30.0772,129.476,28.9483,15.0194,13.9327,3.93677,10.9083,0.5651,1.313,27.0752,8.10171,3.26409,2.48207,1.178,0.209114,0.0842496,0.12486406415700912,0.246884,1.32514,0.290013,0.723165,0.408183,,4.2553,0.109493,0.102976,712.47998046875,,,,,,,119.4,3.98,120,4,8.05602,6.19725,5.13238,4.36883,3.76243,3.23414,2.75491,2.29171,1.76757,5.18446,4.9254,4.74238,4.59937,4.46333,4.33333,4.19729,4.04428,3.83824,"Blade Tidwell","31701",694918
"Bryan Hoeing","SDP",1.7692,1.887,0.6519,4.18232,27.62,1.62,0,0.6663,,35.0253,150.454,35.7163,17.6496,16.2763,4.44821,11.675,0.8714,1.1594,28.9277,7.43318,2.99997,2.47775,1.143,0.192269,0.0775985,0.11467092484235764,0.259529,1.35306,0.299952,0.722521,0.464586,,4.23362,0.107342,0.0809025,999,,,,,,,139.20000000000002,3.9771428571428578,146,4.171428571428572,7.87463,6.17345,5.17915,4.46154,3.87969,3.38331,2.91981,2.46404,1.94601,5.30461,5.01203,4.81688,4.64688,4.4943,4.35172,4.19915,4.03399,3.81142,"Bryan Hoeing","26304",663773
"Tyler Gilbert","CHW",2.6113,2.88,0,4.2029,56,0,0,9.3415,,56,240.757,54.9111,28.0617,26.1514,8.08267,20.1022,2.0582,2.2696,49.3975,7.93888,3.23071,2.45732,1.299,0.205176,0.0834958,0.12167995423078537,0.251441,1.33952,0.291031,0.737102,0.386177,,4.44576,0.106611,0.116658,999,,,,,,,241.0000000000001,4.303571428571431,244,4.357142857142857,6.64,5.7,5.1,4.64,4.24,3.88,3.53,3.16,2.71,5.26,4.97,4.78,4.62,4.47,4.33,4.19,4.03,3.81,"Tyler Gilbert","17964",656457
"Carlos Rodriguez","MIL",1.7297,1.9346,0.6161,4.33602,27.62,1.62,0,0.6315,,35.141,151.131,33.0402,18.0887,16.9302,5.38829,13.535,0.6849,1.6436,32.5989,8.34894,3.46646,2.40849,1.38,0.2157,0.0895581,0.12614156305789948,0.243028,1.32538,0.282263,0.729832,0.360968,,4.56895,0.10637,0.131789,999,,,,,,,133.7,3.82,132,3.7714285714285714,8.00331,6.29157,5.2907,4.57185,3.98682,3.4748,3.00318,2.53936,2.00595,5.3333,5.0681,4.8855,4.74029,4.6003,4.46769,4.33249,4.17989,3.97469,"Carlos Rodriguez","30161",692230
"AJ Smith-Shawver","ATL",0.8524,0.8358,0.6485,4.23038,7.62,1.62,0,0.6483,,14.9458,63.897,13.7746,7.5098,7.02515,2.09241,5.8827,0.169,0.5221,15.8303,9.53263,3.54242,2.69099,1.26,0.247747,0.0920654,0.155681811273098,0.239591,1.31524,0.295232,0.726181,0.369483,,4.12238,0.106172,0.0898842,999,,,,,,,65,4.333333333333333,64,4.266666666666667,9.04687,6.41249,5.00643,4.05446,3.32855,2.73264,2.21475,1.7349,1.2411,5.27081,4.98884,4.79285,4.63088,4.4849,4.34891,4.20293,4.04096,3.81898,"AJ Smith-Shawver","29960",700363
"Anthony Nunez","BAL",1.5169,1.4247,0,4.01895,30,0,0,0.6642,,30,129.478,27.6838,14.4943,13.3965,3.55667,13.2295,0.7857,1.3877,31.0508,9.31524,3.96885,2.34709,1.067,0.239815,0.102176,0.1376396045088768,0.24102,1.36378,0.300637,0.73521,0.441574,,4.06803,0.10574,0.127049,999,,,,,,,124.00000000000001,4.133333333333334,122,4.066666666666666,7.11,5.78,4.98,4.39,3.89,3.46,3.05,2.62,2.13,5.21,4.88,4.65,4.47,4.3,4.14,3.97,3.79,3.55,"Anthony Nunez","sa3010171",689296
"Michael Kopech",,2.2479,2.3608,0,4.30147,47,0,0,0,,47,204.704,40.5654,24.0035,22.4632,6.04211,25.326,0.9762,2.2415,51.8017,9.91947,4.84966,2.0454,1.157,0.253057,0.12372,0.12933650612831116,0.229006,1.40194,0.2894,0.729342,0.362,,4.36166,0.105644,0.0549827,520.6799926757812,,,,,,,190.4,4.051063829787235,180,3.8297872340425534,6.9,5.86,5.21,4.71,4.29,3.91,3.53,3.14,2.67,5.31,5.04,4.86,4.7,4.56,4.43,4.29,4.13,3.92,"Michael Kopech","17282",656629
"Alex Carrillo","NYM",1.6083,1.5294,0,4.03654,32,0,0,0.7045,,32,138.169,28.2627,15.4423,14.3521,4.11378,14.8963,0.8321,1.3769,33.3082,9.36793,4.18958,2.236,1.157,0.241069,0.107812,0.13325637578964233,0.231859,1.34872,0.285875,0.741094,0.386493,,4.25021,0.104172,0.133038,999,,,,,,,136.8,4.275,130,4.0625,7.03,5.75,4.97,4.39,3.91,3.48,3.08,2.66,2.18,5.21,4.88,4.65,4.46,4.29,4.13,3.97,3.78,3.54,"Alex Carrillo","26463",692024
"Mike Clevinger",,2.3335,3.2218,2.9466,4.97176,8.1,8.1,0,0,,45.3654,198.623,47.667,26.6863,25.0606,7.5357,16.32,0.1788,2.1457,33.9523,6.73577,3.23771,2.08041,1.495,0.170938,0.0821657,0.08877270668745041,0.264585,1.41048,0.289403,0.698031,0.369,,5.01888,0.102809,0.109867,999,,,,,,,123.8,2.751111111111111,135,3,7.76,6.67,5.98,5.44,4.99,4.57,4.16,3.73,3.2,6.04,5.76,5.57,5.41,5.26,5.12,4.98,4.81,4.59,"Mike Clevinger","12808",605182
"Tanner McDougal","CHW",1.2732,1.7543,1.275,4.62781,11.24,3.24,0,0.6066,,26.468,117.021,26.2713,14.6544,13.6099,3.65847,12.6583,0.2861,1.3791,22.4961,7.64942,4.30424,1.77718,1.244,0.19224,0.108171,0.0840686708688736,0.255102,1.47082,0.294327,0.718037,0.439964,,4.82321,0.102614,0.0210718,999,,,,,,,81.6,3.1384615384615384,84,3.230769230769231,8.8572,6.82842,5.66868,4.84032,4.18312,3.61405,3.09707,2.58219,2.01543,5.77215,5.4782,5.27122,5.09727,4.95029,4.79633,4.64633,4.47238,4.23842,"Tanner McDougal","sa3017471",701780
"Logan Evans","SEA",3.2473,3.7295,2.6367,4.25868,32.48,6.48,0,0.6491,,62.0912,267.847,62.661,31.7799,29.3808,8.4996,20.683,0.9916,2.9302,49.3748,7.15678,2.99796,2.38722,1.232,0.18434,0.0772195,0.10712011903524399,0.256562,1.34228,0.290629,0.721736,0.436908,,4.46519,0.101821,0.0539478,743.3200073242188,,,,,,,226.59999999999997,3.654838709677419,236,3.806451612903226,7.33482,6.04945,5.26013,4.67338,4.18082,3.74082,3.32501,2.89338,2.39013,5.33013,5.05851,4.86688,4.71107,4.57526,4.43945,4.29363,4.13782,3.92619,"Logan Evans","33699",688138
"Emerson Hancock","SEA",3.0239,3.2878,1.2465,4.12876,45.24,3.24,0,0.6491,,59.6927,256.229,59.7019,29.6294,27.3841,8.27075,17.6082,0.9265,2.9674,49.0766,7.39939,2.65483,2.78714,1.247,0.191534,0.0687206,0.12281357496976852,0.253346,1.29513,0.288443,0.725391,0.42793,,4.32613,0.100067,-0.00268976,744.719970703125,,,,,,,228.60000000000002,3.8100000000000005,235,3.9166666666666665,7.16315,5.87975,5.10415,4.51709,4.03781,3.60742,3.19889,2.78332,2.28776,5.11044,4.86451,4.70155,4.56859,4.44266,4.32266,4.18969,4.04673,3.8608,"Emerson Hancock","27470",676106
"Colin Holderman","CLE",2.0087,2.1098,0,4.00103,42,0,0,0.6841,,42,180.801,39.0395,20.2452,18.6715,4.73667,17.6574,1.0828,2.181,40.7178,8.72524,3.78373,2.30599,1.015,0.225208,0.0976621,0.12754575908184052,0.242538,1.34993,0.296973,0.728079,0.451211,,4.07933,0.098967,0.130801,999,,,,,,,173.9,4.140476190476191,171,4.071428571428571,6.71,5.62,4.94,4.43,4,3.61,3.23,2.84,2.38,5.09,4.81,4.61,4.45,4.3,4.16,4.01,3.85,3.63,"Colin Holderman","22361",670059
"Will Klein","LAD",2.6014,2.3009,0,4.06454,50,0,0,5.2068,,50,217.865,43.6455,24.4254,22.5808,5.98889,26.9789,1.2664,2.3314,53.9024,9.70243,4.8562,1.99795,1.078,0.247412,0.123833,0.12357880920171738,0.231474,1.41249,0.292675,0.742272,0.436946,,4.29477,0.0989134,0.259147,999,,,,,,,222.79999999999998,4.4559999999999995,213,4.26,6.62,5.62,4.99,4.51,4.1,3.73,3.37,2.99,2.54,5.16,4.87,4.67,4.51,4.36,4.22,4.07,3.9,3.68,"Will Klein","27787",694361
"Tommy Kahnle",,3.0291,3.1486,0,4.19231,63,0,0,0,,63,275.832,60.9445,31.8412,29.3462,7.252,29.2205,1.4506,2.6069,57.7851,8.25501,4.17436,1.97755,1.036,0.209494,0.105936,0.10355795174837112,0.249768,1.43119,0.300013,0.728936,0.463,,4.31272,0.0982363,0.0911497,999,,,,,,,241.50000000000003,3.833333333333334,244,3.873015873015873,6.6,5.7,5.12,4.68,4.3,3.96,3.61,3.25,2.81,5.32,5.03,4.83,4.66,4.51,4.37,4.22,4.05,3.83,"Tommy Kahnle","11384",592454
"Jonathan Pintaro","NYM",1.3564,1.1928,0,3.67481,26,0,0,0.7045,,26,110.78,23.2254,11.5913,10.6161,2.74733,10.6012,0.6708,1.3425,25.7319,8.9072,3.66965,2.42726,0.951,0.232279,0.095696,0.13658331334590912,0.234989,1.30102,0.291059,0.741663,0.462583,,3.90755,0.0974496,0.127962,999,,,,,,,115.7,4.45,111,4.269230769230769,6.8,5.42,4.6,4,3.51,3.08,2.68,2.28,1.82,4.76,4.47,4.28,4.12,3.97,3.83,3.69,3.53,3.31,"Jonathan Pintaro","33980",702752
"AJ Blubaugh","HOU",2.6479,2.773,0.5687,4.35127,45.62,1.62,0,0.6626,,53.0042,227.442,50.6326,27.4406,25.6262,7.83873,20.5047,1.1276,1.8728,49.2774,8.3672,3.48165,2.40322,1.331,0.216659,0.0901535,0.12650565803050995,0.246911,1.34211,0.289249,0.726304,0.386081,,4.46487,0.0965402,0.12639,569.239990234375,,,,,,,194.20000000000007,3.6641509433962276,194,3.660377358490566,7.4189,6.09389,5.29138,4.69475,4.21019,3.77263,3.35525,2.93298,2.4375,5.35289,5.08949,4.90779,4.7644,4.6327,4.501,4.3676,4.2159,4.0125,"AJ Blubaugh","31764",805123
"Austin Peterson","CLE",1.9777,2.4211,1.3124,4.37691,25.24,3.24,0,0.6841,,40.468,171.924,42.2151,21.1403,19.6805,6.23657,9.7653,0.6331,1.607,30.4809,6.77889,2.17178,3.12135,1.387,0.177293,0.0568001,0.12049278616905212,0.262938,1.28448,0.290538,0.713079,0.405801,,4.47522,0.0946046,0.0835159,999,,,,,,,141,3.525,150,3.75,8.00938,6.36898,5.39509,4.68402,4.10294,3.591,3.11905,2.64711,2.1006,5.40227,5.13771,4.95858,4.80402,4.66945,4.53489,4.40033,4.24576,4.03663,"Austin Peterson","sa3020868",804926
"Trey Gibson","BAL",0.5512,0.5653,0.7306,4.32597,1.62,1.62,0,0,,9.234,40.043,9.378,4.8192,4.43845,1.14912,3.4805,0.0367,0.4765,7.8421,7.64337,3.3923,2.25315,1.12,0.195842,0.0869191,0.10892292112112045,0.259879,1.39252,0.303707,0.714621,0.489146,,4.33996,0.0939487,0.0457528,999,,,,,,,37.90000000000001,4.211111111111112,39,4.333333333333333,9.11,6.64,5.29,4.35,3.63,3.02,2.49,1.98,1.44,5.48,5.18,4.98,4.81,4.66,4.51,4.36,4.19,3.96,"Trey Gibson","sa3023250",694346
"JT Brubaker","SFG",2.522,2.6751,0,4.06861,53,0,0,4.7248,,53,228.448,52.8019,25.9568,23.9596,6.60733,17.5478,1.6503,2.3452,47.0772,7.99424,2.97982,2.6828,1.122,0.206074,0.0768131,0.12926094233989716,0.25318,1.32735,0.298279,0.726568,0.440999,,4.10532,0.0934979,0.0685529,999,,,,,,,222.3,4.194339622641509,228,4.30188679245283,6.58,5.6,4.99,4.52,4.13,3.76,3.41,3.04,2.59,5.16,4.88,4.68,4.52,4.37,4.23,4.08,3.92,3.7,"JT Brubaker","17578",664141
"Tyler Alexander","TEX",3.7704,4.2984,1.0544,4.51196,63.24,3.24,0,10.8497,,77.5136,333.005,80.4596,41.387,38.8598,12.8414,21.666,1.8247,2.7013,62.2844,7.23176,2.51561,2.87475,1.491,0.187037,0.0650621,0.1219753548502922,0.260693,1.31752,0.289571,0.72181,0.345821,,4.62483,0.0928449,0.0270198,999,,,,,,,302.30000000000007,3.8756410256410265,314,4.0256410256410255,7.2487,6.12858,5.43335,4.91201,4.46326,4.0613,3.67063,3.26222,2.77381,5.48946,5.23494,5.06042,4.91042,4.77816,4.6459,4.51364,4.35912,4.15686,"Tyler Alexander","17735",641302
"Jhonathan Díaz","SEA",1.4567,1.4226,0.7657,3.72459,19.62,1.62,0,0.6491,,27.1866,114.659,27.092,12.3355,11.251,3.14156,7.0325,0.4582,1.3709,20.4196,6.75982,2.32808,2.9036,1.04,0.17809,0.061334,0.11675576865673065,0.25497,1.2552,0.289626,0.732987,0.477285,,4.06248,0.0928141,0.18796,999,,,,,,,112.7,4.174074074074074,116,4.296296296296297,7.60782,5.70426,4.63923,3.88813,3.29407,2.79352,2.3431,1.90945,1.43918,4.7195,4.48275,4.31599,4.17599,4.05261,3.93923,3.80923,3.67247,3.48909,"Jhonathan Diaz","20298",646242
