,BatterName,batter,GB%,FB%,LD%,Brl%,SweetSpot%,AirPull%,Chase%,Z-Swing%,Contact%,Z-Contact%,la_median,la_std,EV90,xwOBACON,xwOBA,Team,PA,AB,H,R,HR,RBI,SB,CS,AVG,OBP,SLG,SBAtt%,K%,BB%,RotoValue,RV_per600,fHitTool,fDiscipline,fPower,fSpeed,fDurability,Year
594,Oscar Colas,693049,0.609,0.087,0.217,0.0,0.261,0.087,0.373,0.681,0.747,0.872,2.0,26.237212206098157,107.9,0.32752173913043475,0.2908734736842105,CWS,38.0,33.0,9.0,1.0,0.0,4.0,0.0,1.0,0.273,0.368,0.273,0.071,0.263,0.105,-2.76,-43.55,,,,96.0,106.0,2024-2025
595,Oscar Gonzalez,660757,0.522,0.217,0.239,0.065,0.348,0.13,0.523,0.819,0.729,0.814,5.5,31.06318945521265,104.65,0.36382608695652174,0.29731147540983605,SD,61.0,59.0,13.0,2.0,0.0,4.0,0.0,1.0,0.22,0.246,0.237,0.071,0.213,0.033,-2.9,-28.57,,,,,,2024-2025
596,Oswald Peraza,672724,0.512,0.192,0.203,0.07,0.32,0.116,0.307,0.725,0.668,0.753,9.0,32.07612568527079,104.9,0.3333197674418604,0.2595559890909091,LAA,275.0,254.0,43.0,26.0,6.0,22.0,9.0,0.0,0.169,0.229,0.264,0.176,0.302,0.065,-2.3,-5.03,96.0,90.0,87.0,120.0,106.0,2024-2025
597,Oswaldo Cabrera,665828,0.458,0.209,0.258,0.028,0.342,0.126,0.293,0.683,0.798,0.875,11.0,28.597135579334342,101.56,0.31840062111801243,0.28688752144469526,NYY,445.0,406.0,101.0,64.0,9.0,47.0,4.0,3.0,0.249,0.306,0.352,0.062,0.198,0.072,0.15,0.2,100.0,99.0,86.0,85.0,85.0,2024-2025
598,Otto Kemp,805249,0.432,0.326,0.227,0.121,0.402,0.152,0.293,0.733,0.657,0.77,12.0,25.54410332022678,104.65,0.42247727272727276,0.31755872018348624,PHI,218.0,197.0,46.0,26.0,8.0,28.0,2.0,2.0,0.234,0.298,0.411,0.087,0.307,0.055,-1.41,-3.87,,90.0,103.0,109.0,114.0,2024-2025
599,Otto Lopez,672640,0.509,0.22,0.23,0.063,0.33,0.085,0.305,0.661,0.798,0.886,8.0,28.447091859079872,104.44,0.3585937106918239,0.3273422893450635,MIA,1025.0,947.0,243.0,115.0,21.0,116.0,35.0,10.0,0.257,0.308,0.372,0.18,0.153,0.067,6.17,3.61,99.0,105.0,85.0,121.0,119.0,2024-2025
600,Owen Caissie,683357,0.267,0.267,0.4,0.133,0.533,0.067,0.38,0.83,0.603,0.682,22.0,34.26257155445005,102.72,0.39039999999999997,0.24281481481481482,CHC,27.0,26.0,5.0,4.0,1.0,4.0,0.0,0.0,0.192,0.222,0.346,0.0,0.407,0.037,-2.8,-62.27,,,,,103.0,2024-2025
601,Owen Miller,680911,0.586,0.241,0.172,0.0,0.207,0.103,0.286,0.67,0.753,0.746,4.0,29.785356933982328,102.84,0.24748275862068966,0.2113634090909091,COL,44.0,41.0,7.0,2.0,0.0,4.0,1.0,0.0,0.171,0.227,0.195,0.111,0.273,0.045,-2.94,-40.08,,,,101.0,111.0,2024-2025
602,Ozzie Albies,645277,0.376,0.286,0.234,0.054,0.349,0.207,0.336,0.795,0.794,0.848,18.0,29.26278266770643,100.9,0.317924882629108,0.3030590181818182,ATL,1102.0,1002.0,245.0,126.0,26.0,127.0,22.0,4.0,0.245,0.305,0.38,0.102,0.144,0.074,5.12,2.79,104.0,107.0,92.0,111.0,125.0,2024-2025
603,Pablo Reyes,622569,0.476,0.254,0.19,0.048,0.302,0.063,0.217,0.601,0.785,0.8,10.0,27.356580350607846,102.38000000000001,0.3128548387096774,0.243476206185567,NYY,97.0,91.0,17.0,9.0,0.0,7.0,2.0,2.0,0.187,0.237,0.22,0.2,0.299,0.052,-2.83,-17.5,,,,,,2024-2025
604,Parker Meadows,678009,0.377,0.253,0.271,0.066,0.361,0.166,0.25,0.655,0.723,0.835,15.0,30.358323525875313,103.59,0.3600664652567976,0.29823959215686274,DET,510.0,461.0,107.0,61.0,13.0,44.0,13.0,4.0,0.232,0.302,0.39,0.148,0.259,0.09,0.43,0.5,99.0,98.0,98.0,108.0,94.0,2024-2025
605,Patrick Bailey,672275,0.398,0.272,0.274,0.055,0.373,0.166,0.271,0.692,0.741,0.834,13.0,27.517384421606014,104.1,0.3574525423728813,0.2920295005586592,SF,895.0,810.0,186.0,93.0,14.0,101.0,5.0,0.0,0.23,0.288,0.333,0.024,0.26,0.077,1.16,0.78,104.0,93.0,81.0,74.0,115.0,2024-2025
606,Patrick Wisdom,621550,0.257,0.455,0.139,0.158,0.238,0.158,0.257,0.713,0.686,0.777,34.0,29.452952918910604,107.6,0.39818,0.28727611560693644,CHC,173.0,158.0,27.0,16.0,8.0,23.0,5.0,0.0,0.171,0.237,0.392,0.208,0.341,0.058,-2.13,-7.38,,,,,,2024-2025
607,Paul DeJong,657557,0.312,0.336,0.248,0.102,0.379,0.219,0.352,0.791,0.656,0.752,22.0,28.144339621148248,105.0,0.3917095238095238,0.2833662579710145,WSH,690.0,638.0,145.0,72.0,30.0,79.0,6.0,2.0,0.227,0.274,0.411,0.061,0.328,0.049,1.43,1.24,103.0,89.0,109.0,85.0,96.0,2024-2025
608,Paul Goldschmidt,502671,0.414,0.282,0.248,0.094,0.37,0.16,0.286,0.656,0.756,0.804,13.0,26.71754049488686,105.32000000000001,0.40395482295482293,0.3308111788756388,NYY,1181.0,1088.0,280.0,146.0,32.0,109.0,16.0,1.0,0.257,0.312,0.407,0.062,0.231,0.07,5.98,3.04,105.0,97.0,91.0,84.0,126.0,2024-2025
609,Pavin Smith,656976,0.426,0.262,0.259,0.129,0.384,0.16,0.21,0.579,0.715,0.792,13.0,26.737489279031657,105.16000000000001,0.44222813688212925,0.3533918918918919,ARI,445.0,381.0,99.0,62.0,17.0,64.0,3.0,2.0,0.26,0.355,0.472,0.045,0.276,0.133,1.13,1.52,87.0,104.0,102.0,83.0,105.0,2024-2025
610,Pedro Leon,694175,0.5,0.1,0.3,0.2,0.3,0.1,0.321,0.676,0.571,0.8,9.5,34.48413483843775,107.64,0.3218,0.18657142857142855,HOU,21.0,20.0,2.0,2.0,0.0,0.0,2.0,0.0,0.1,0.143,0.1,0.667,0.476,0.048,-2.93,-83.78,,,,,,2024-2025
611,Pedro Pages,686780,0.43,0.253,0.246,0.064,0.334,0.14,0.356,0.667,0.729,0.848,13.0,30.21382507109865,103.9,0.34059801488833746,0.2676586196013289,STL,603.0,563.0,131.0,57.0,18.0,72.0,2.0,0.0,0.233,0.275,0.368,0.016,0.274,0.053,0.31,0.31,104.0,92.0,92.0,72.0,106.0,2024-2025
612,Pete Alonso,624413,0.397,0.292,0.234,0.161,0.357,0.158,0.266,0.635,0.748,0.836,15.0,27.23393720152406,109.4,0.45306695938529085,0.37184539454806315,NYM,1404.0,1232.0,314.0,178.0,72.0,214.0,4.0,2.0,0.255,0.337,0.49,0.018,0.238,0.093,10.04,4.29,98.0,98.0,126.0,72.0,134.0,2024-2025
613,Pete Crow-Armstrong,691718,0.369,0.333,0.217,0.108,0.348,0.211,0.416,0.806,0.707,0.794,20.0,29.7327413599195,103.72000000000001,0.3891834482758621,0.3133527317307692,CHC,1043.0,963.0,235.0,137.0,41.0,143.0,62.0,11.0,0.244,0.288,0.444,0.367,0.243,0.048,9.46,5.44,106.0,94.0,120.0,135.0,121.0,2024-2025
614,Petey Halpin,690984,0.75,0.25,0.0,0.0,0.0,0.25,0.35,0.615,0.867,0.75,-7.5,44.4175265707881,87.49,0.1925,0.27125,CLE,8.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.333,0.5,0.333,0.0,0.25,0.25,-2.79,-209.13,,,,,112.0,2024-2025
615,Rafael Devers,646240,0.421,0.284,0.239,0.143,0.366,0.132,0.277,0.717,0.688,0.716,13.0,28.982215691306195,108.6,0.45894146948941467,0.36998353716475096,SF,1330.0,1132.0,296.0,186.0,63.0,192.0,4.0,1.0,0.261,0.364,0.496,0.014,0.255,0.135,9.63,4.34,98.0,105.0,122.0,78.0,133.0,2024-2025
616,Rafael Flores,804668,0.5,0.375,0.125,0.125,0.625,0.0,0.405,0.75,0.512,0.583,15.5,18.76166303929372,106.64,0.61775,0.3730588235294117,PIT,17.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.294,0.333,0.0,0.412,0.118,-2.97,-104.65,,,,,116.0,2024-2025
617,Rafael Marchan,665561,0.455,0.239,0.231,0.045,0.358,0.134,0.247,0.636,0.794,0.859,11.0,28.03672924060604,100.87,0.3186742424242424,0.30586152325581395,PHI,172.0,156.0,37.0,17.0,5.0,19.0,0.0,0.0,0.237,0.302,0.385,0.0,0.145,0.076,-2.02,-7.03,,,,84.0,78.0,2024-2025
618,Rafael Ortega,542364,0.545,0.364,0.0,0.0,0.182,0.0,0.212,0.571,0.704,0.75,6.0,28.856384199876967,103.2,0.30027272727272725,0.2766470588235294,CWS,17.0,14.0,1.0,4.0,0.0,1.0,2.0,0.0,0.071,0.176,0.071,0.667,0.235,0.118,-2.84,-100.37,,,,,,2024-2025
619,Ramon Laureano,657656,0.404,0.279,0.267,0.133,0.397,0.178,0.275,0.694,0.71,0.791,15.0,26.94760956752465,106.22000000000001,0.44868278529980654,0.34810877512562816,SD,797.0,727.0,198.0,107.0,35.0,109.0,15.0,7.0,0.272,0.33,0.483,0.12,0.27,0.063,5.79,4.36,105.0,93.0,120.0,109.0,115.0,2024-2025
620,Ramon Urias,602104,0.425,0.264,0.226,0.083,0.352,0.163,0.268,0.715,0.735,0.8,14.0,30.69716021108605,103.0,0.35541260162601623,0.31101293777134587,HOU,692.0,624.0,154.0,72.0,22.0,81.0,4.0,1.0,0.247,0.305,0.401,0.031,0.207,0.072,1.72,1.49,96.0,96.0,98.0,82.0,108.0,2024-2025
621,Randal Grichuk,545341,0.373,0.281,0.229,0.113,0.349,0.17,0.299,0.664,0.799,0.895,15.0,30.127048487731017,108.2,0.4033867924528302,0.34933257192982453,KC,572.0,526.0,137.0,75.0,21.0,73.0,0.0,1.0,0.26,0.311,0.466,0.009,0.187,0.065,1.72,1.8,100.0,97.0,106.0,81.0,111.0,2024-2025
622,Randy Arozarena,668227,0.435,0.273,0.202,0.1,0.317,0.155,0.248,0.611,0.703,0.755,13.0,31.646317134798668,106.3,0.3927422934648582,0.3309096693726937,SEA,1357.0,1162.0,266.0,172.0,47.0,136.0,51.0,16.0,0.229,0.333,0.408,0.198,0.265,0.101,8.31,3.67,87.0,97.0,108.0,112.0,131.0,2024-2025
623,Rece Hinds,677956,0.442,0.346,0.154,0.192,0.385,0.135,0.406,0.732,0.549,0.696,13.0,24.46707240304543,109.78,0.5210192307692307,0.32961254736842105,CIN,95.0,89.0,17.0,15.0,7.0,14.0,2.0,0.0,0.191,0.242,0.506,0.2,0.389,0.053,-2.13,-13.45,,,,,106.0,2024-2025
624,Reese McGuire,624512,0.427,0.263,0.207,0.08,0.305,0.183,0.334,0.659,0.764,0.876,15.0,32.937028717681905,101.88000000000001,0.3189905213270142,0.2733809627118644,CHC,296.0,272.0,59.0,27.0,12.0,42.0,3.0,0.0,0.217,0.264,0.368,0.049,0.223,0.057,-1.18,-2.39,,,,80.0,88.0,2024-2025
625,Rene Pinto,650907,0.192,0.5,0.192,0.192,0.5,0.115,0.286,0.736,0.576,0.656,27.5,28.057550745675467,104.55,0.495,0.3311498333333333,TB,48.0,42.0,9.0,5.0,2.0,6.0,0.0,0.0,0.214,0.292,0.429,0.0,0.375,0.083,-2.68,-33.49,,,,92.0,86.0,2024-2025
626,Rhylan Thomas,689041,0.556,0.444,0.0,0.0,0.111,0.0,0.294,0.882,0.95,1.0,12.0,32.46579396499919,98.75999999999999,0.12322222222222222,0.1809,SEA,10.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,0.125,0.2,0.25,0.0,0.0,0.1,-2.91,-174.59,,,,,113.0,2024-2025
627,Rhys Hoskins,656555,0.32,0.354,0.22,0.118,0.35,0.272,0.233,0.596,0.732,0.789,22.0,27.94378840853978,103.9,0.379638,0.3096134452380952,MIL,843.0,728.0,161.0,89.0,38.0,125.0,5.0,1.0,0.221,0.313,0.416,0.03,0.285,0.108,2.62,1.86,92.0,99.0,114.0,74.0,104.0,2024-2025
628,Richie Palacios,680700,0.384,0.203,0.306,0.039,0.379,0.177,0.231,0.697,0.753,0.812,14.5,30.787354113490323,101.65,0.3533663793103448,0.33014393351800553,TB,363.0,306.0,73.0,56.0,6.0,24.0,23.0,1.0,0.239,0.353,0.337,0.216,0.209,0.138,0.56,0.92,,,,107.0,84.0,2024-2025
629,Riley Adams,656180,0.492,0.212,0.225,0.093,0.322,0.123,0.302,0.663,0.675,0.779,9.0,28.76191078006048,107.55000000000001,0.3954279661016949,0.282596756626506,WSH,416.0,379.0,75.0,39.0,10.0,32.0,2.0,0.0,0.198,0.264,0.317,0.023,0.349,0.067,-2.04,-2.95,94.0,89.0,93.0,84.0,91.0,2024-2025
630,Riley Greene,682985,0.421,0.298,0.235,0.154,0.387,0.147,0.273,0.702,0.709,0.779,15.0,25.907006588315173,107.2,0.46177034120734906,0.3505370640194489,DET,1238.0,1112.0,289.0,166.0,60.0,185.0,6.0,3.0,0.26,0.33,0.487,0.032,0.288,0.089,8.99,4.36,111.0,94.0,124.0,85.0,126.0,2024-2025
631,Rob Brantly,542963,0.231,0.462,0.231,0.077,0.308,0.0,0.478,0.867,0.676,0.769,35.0,21.54214712056583,103.22,0.3267692307692308,0.2655,MIA,16.0,16.0,4.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.188,0.0,-2.89,-108.51,,,,,,2024-2025
632,Rob Refsnyder,608701,0.452,0.243,0.246,0.105,0.36,0.148,0.223,0.641,0.73,0.8,11.0,28.027476004914842,106.4,0.4050615384615385,0.33255654296875,BOS,515.0,454.0,126.0,61.0,20.0,70.0,5.0,2.0,0.278,0.357,0.476,0.052,0.256,0.101,2.2,2.56,95.0,100.0,100.0,89.0,91.0,2024-2025
633,Robbie Grossman,543257,0.441,0.237,0.257,0.033,0.309,0.158,0.157,0.57,0.773,0.823,12.5,27.91003369452565,100.58,0.31103947368421053,0.29305384489795916,KC,245.0,208.0,44.0,21.0,3.0,16.0,3.0,0.0,0.212,0.322,0.293,0.044,0.237,0.139,-2.28,-5.59,,,,,,2024-2025
634,Robert Hassell III,690987,0.526,0.207,0.23,0.081,0.356,0.111,0.271,0.742,0.712,0.805,7.0,25.54053996822376,103.64,0.3809185185185185,0.28032647572815533,WSH,206.0,197.0,44.0,22.0,3.0,18.0,4.0,0.0,0.223,0.257,0.315,0.098,0.301,0.039,-1.97,-5.75,,,85.0,112.0,119.0,2024-2025
635,Roman Anthony,701350,0.506,0.23,0.241,0.155,0.379,0.115,0.199,0.561,0.702,0.807,7.5,24.72547632415834,107.37,0.48302298850574715,0.38171930693069306,BOS,303.0,257.0,75.0,48.0,8.0,32.0,4.0,1.0,0.292,0.396,0.463,0.054,0.277,0.132,0.22,0.44,91.0,103.0,102.0,95.0,113.0,2024-2025
636,Romy Gonzalez,663853,0.531,0.201,0.242,0.109,0.331,0.083,0.356,0.745,0.707,0.824,5.0,27.137907624643603,107.7,0.43341514360313316,0.3408786504504504,BOS,557.0,514.0,149.0,72.0,15.0,82.0,17.0,8.0,0.29,0.329,0.457,0.191,0.25,0.054,3.8,4.09,113.0,92.0,97.0,114.0,98.0,2024-2025
637,Ronald Acuna Jr.,660670,0.485,0.267,0.203,0.133,0.32,0.115,0.226,0.699,0.706,0.749,10.0,25.513298199698493,109.2,0.4622933333333334,0.386492707936508,ATL,634.0,530.0,147.0,112.0,25.0,57.0,25.0,4.0,0.277,0.396,0.464,0.142,0.244,0.155,4.85,4.59,104.0,110.0,121.0,104.0,117.0,2024-2025
638,Ronny Mauricio,677595,0.456,0.228,0.211,0.088,0.281,0.193,0.398,0.669,0.661,0.741,9.5,29.580921145624085,107.3,0.3750087719298245,0.2911146994535519,NYM,184.0,168.0,38.0,19.0,6.0,10.0,4.0,0.0,0.226,0.293,0.369,0.095,0.293,0.082,-1.92,-6.27,,,,87.0,100.0,2024-2025
639,Ronny Simon,682927,0.538,0.169,0.169,0.062,0.308,0.046,0.278,0.601,0.826,0.864,6.0,31.640711360281003,103.26,0.331515625,0.30824137931034484,PIT,87.0,77.0,18.0,10.0,0.0,7.0,1.0,0.0,0.234,0.299,0.273,0.043,0.172,0.092,-2.58,-17.78,,,,,103.0,2024-2025
640,Rowdy Tellez,642133,0.382,0.28,0.24,0.11,0.344,0.148,0.287,0.59,0.753,0.858,16.0,29.78999422492463,106.8,0.38488188976377957,0.3175027517053206,TEX,733.0,672.0,159.0,72.0,30.0,105.0,2.0,0.0,0.237,0.289,0.415,0.013,0.235,0.065,2.05,1.68,88.0,93.0,114.0,60.0,112.0,2024-2025
641,Royce Lewis,668904,0.367,0.317,0.213,0.098,0.359,0.225,0.323,0.708,0.731,0.802,17.0,30.16659254494817,105.6,0.36778502879078695,0.31353931034482757,MIN,728.0,668.0,154.0,76.0,29.0,98.0,12.0,2.0,0.231,0.284,0.412,0.097,0.212,0.073,2.4,1.98,93.0,97.0,103.0,103.0,104.0,2024-2025
642,Ryan Bliss,669208,0.478,0.284,0.209,0.104,0.403,0.09,0.211,0.768,0.657,0.691,11.0,30.68186357770064,103.64,0.4074153846153846,0.31020548148148147,SEA,108.0,98.0,21.0,11.0,3.0,12.0,7.0,5.0,0.214,0.287,0.367,0.522,0.306,0.083,-1.99,-11.03,,,,,,2024-2025
643,Ryan Fitzgerald,680837,0.421,0.368,0.105,0.132,0.237,0.184,0.33,0.553,0.713,0.807,18.5,26.82989988312041,102.34,0.3507368421052631,0.3439245283018868,MIN,53.0,46.0,9.0,10.0,4.0,9.0,1.0,0.0,0.196,0.302,0.457,0.083,0.151,0.132,-2.4,-27.16,,,,,99.0,2024-2025
644,Ryan Jeffers,680777,0.387,0.271,0.243,0.073,0.334,0.159,0.293,0.588,0.775,0.848,16.0,29.66485237218704,105.3,0.3486875,0.31740917729729734,MIN,928.0,818.0,201.0,103.0,30.0,110.0,4.0,1.0,0.246,0.328,0.413,0.022,0.199,0.088,3.31,2.14,92.0,104.0,92.0,75.0,109.0,2024-2025
645,Ryan Kreidler,668952,0.475,0.311,0.148,0.049,0.262,0.18,0.266,0.7,0.638,0.721,10.0,30.57542854321248,102.8,0.3089152542372881,0.23575700934579438,DET,107.0,97.0,12.0,14.0,1.0,2.0,7.0,3.0,0.124,0.206,0.155,0.476,0.355,0.093,-2.84,-15.95,,,,108.0,108.0,2024-2025
646,Ryan McKenna,663630,0.222,0.444,0.111,0.222,0.222,0.111,0.2,0.815,0.815,0.864,39.0,38.24591481452627,104.04,0.3521111111111111,0.2579333333333333,SF,15.0,14.0,3.0,4.0,2.0,2.0,1.0,1.0,0.214,0.267,0.643,1.0,0.333,0.067,-2.64,-105.61,,,,,,2024-2025
647,Ryan McMahon,641857,0.464,0.274,0.237,0.114,0.372,0.126,0.258,0.652,0.675,0.763,11.0,25.301933900075174,106.9,0.42738645980253875,0.32802133524121013,NYY,1229.0,1076.0,246.0,130.0,40.0,118.0,7.0,7.0,0.229,0.319,0.389,0.047,0.304,0.113,3.56,1.74,101.0,99.0,105.0,80.0,130.0,2024-2025
648,Ryan Mountcastle,663624,0.45,0.233,0.276,0.099,0.385,0.117,0.387,0.757,0.72,0.812,11.0,26.71295932369636,106.9,0.41484462809917355,0.32869608680555557,BAL,864.0,805.0,212.0,88.0,20.0,98.0,6.0,0.0,0.263,0.3,0.405,0.032,0.245,0.049,3.3,2.29,117.0,93.0,86.0,91.0,108.0,2024-2025
649,Ryan Noda,676116,0.415,0.268,0.171,0.061,0.244,0.22,0.198,0.615,0.628,0.708,16.5,35.52108762925979,103.7,0.30985,0.2506517590361446,BAL,169.0,143.0,18.0,11.0,2.0,6.0,1.0,0.0,0.126,0.26,0.196,0.026,0.367,0.148,-3.58,-12.7,88.0,107.0,,94.0,108.0,2024-2025
650,Ryan O'Hearn,656811,0.429,0.264,0.251,0.072,0.382,0.127,0.265,0.672,0.791,0.868,13.0,27.244248329879,103.4,0.3831796246648793,0.35046246705426354,SD,1038.0,917.0,250.0,127.0,32.0,122.0,6.0,2.0,0.273,0.351,0.432,0.028,0.171,0.1,5.99,3.46,108.0,103.0,99.0,84.0,120.0,2024-2025
651,Ryan Ritter,690022,0.511,0.183,0.275,0.015,0.328,0.13,0.334,0.723,0.646,0.744,7.0,28.214502170107263,100.6,0.31305511811023623,0.24814677339901478,COL,203.0,187.0,44.0,22.0,1.0,18.0,3.0,1.0,0.235,0.291,0.332,0.087,0.3,0.049,-2.0,-5.91,,,,110.0,108.0,2024-2025
652,Ryan Vilade,668723,0.605,0.186,0.209,0.07,0.256,0.07,0.333,0.739,0.766,0.798,0.0,27.13378935786418,104.38,0.32385714285714284,0.2603492063492064,CIN,63.0,58.0,9.0,6.0,1.0,5.0,0.0,0.0,0.155,0.206,0.207,0.0,0.27,0.063,-3.01,-28.67,,,,,112.0,2024-2025
653,Ryne Nelson,669194,1.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,1.0,,-17.0,,89.8,0.158,0.158,ARI,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.83,-1697.38,,,,,,2024-2025
654,Sal Frelick,686217,0.473,0.192,0.239,0.02,0.314,0.124,0.261,0.585,0.872,0.913,10.0,30.91472915564698,100.3,0.30019976498237366,0.292861265158371,MIL,1106.0,1003.0,274.0,142.0,14.0,95.0,37.0,9.0,0.273,0.335,0.371,0.149,0.143,0.078,7.16,3.89,98.0,112.0,82.0,116.0,119.0,2024-2025
655,Sal Stewart,701398,0.35,0.4,0.225,0.175,0.4,0.275,0.333,0.706,0.761,0.818,17.0,21.1696293101274,107.24,0.5351250000000001,0.4052586206896552,CIN,58.0,55.0,14.0,11.0,5.0,8.0,0.0,0.0,0.255,0.293,0.545,0.0,0.259,0.052,-2.22,-22.95,,,,,115.0,2024-2025
656,Salvador Perez,521692,0.345,0.332,0.238,0.135,0.384,0.237,0.426,0.76,0.726,0.822,18.0,26.898911859506928,106.9,0.4305563829787234,0.36229226745098037,KC,1289.0,1187.0,302.0,112.0,57.0,205.0,0.0,0.0,0.254,0.308,0.452,0.0,0.197,0.056,7.32,3.41,101.0,96.0,115.0,62.0,127.0,2024-2025
657,Sam Haggerty,664059,0.511,0.161,0.27,0.022,0.358,0.095,0.267,0.708,0.735,0.813,6.0,28.709531975937402,103.38,0.3351470588235294,0.2985947692307692,TEX,196.0,177.0,42.0,32.0,2.0,14.0,13.0,4.0,0.237,0.311,0.345,0.347,0.209,0.087,-1.05,-3.21,,,,125.0,95.0,2024-2025
658,Sam Hilliard,656541,0.44,0.293,0.198,0.155,0.284,0.155,0.265,0.665,0.597,0.681,16.0,30.92890721233658,107.45,0.4297857142857143,0.3001682242990654,COL,215.0,189.0,43.0,34.0,12.0,30.0,7.0,3.0,0.228,0.312,0.481,0.222,0.367,0.112,-0.68,-1.89,,,,103.0,109.0,2024-2025
659,Sam Huff,669087,0.467,0.267,0.267,0.133,0.367,0.1,0.248,0.662,0.597,0.7,8.5,28.10507787391543,102.62,0.4439,0.271241935483871,SF,62.0,56.0,11.0,5.0,2.0,4.0,0.0,0.0,0.196,0.258,0.321,0.0,0.435,0.081,-2.82,-27.25,,,,88.0,86.0,2024-2025
660,Samad Taylor,669392,0.667,0.083,0.167,0.0,0.25,0.083,0.462,0.75,0.667,0.667,6.5,39.46258296849631,99.85,0.21772727272727274,0.18423076923076923,SEA,13.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.231,0.231,0.231,0.0,0.154,0.0,-2.87,-132.68,,,,,115.0,2024-2025
661,Samuel Basallo,694212,0.494,0.329,0.114,0.089,0.241,0.114,0.39,0.732,0.706,0.789,11.0,29.475409078485132,107.66,0.357746835443038,0.2934901271186441,BAL,118.0,109.0,18.0,10.0,4.0,15.0,0.0,0.0,0.165,0.229,0.33,0.0,0.254,0.051,-2.8,-14.26,,,,,107.0,2024-2025
662,Sandro Fabian,660758,0.2,0.6,0.0,0.2,0.2,0.0,0.462,0.875,0.923,0.857,49.0,28.925767059837845,99.32000000000001,0.1998,0.1998,TEX,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-3.0,-360.47,,,,,,2024-2025
663,Sandy Leon,506702,0.375,0.625,0.0,0.0,0.125,0.25,0.267,0.731,0.739,0.842,32.5,29.684050551480624,99.89999999999999,0.177125,0.11808333333333333,ATL,12.0,12.0,1.0,1.0,1.0,3.0,0.0,0.0,0.083,0.083,0.333,,0.333,0.0,-2.92,-145.87,,,,92.0,83.0,2024-2025
664,Santiago Espinal,669289,0.415,0.244,0.257,0.014,0.347,0.14,0.261,0.668,0.855,0.909,14.0,28.23171615804197,99.4,0.28515734265734266,0.27577127144866387,CIN,713.0,659.0,161.0,57.0,9.0,61.0,14.0,2.0,0.244,0.293,0.322,0.091,0.129,0.063,0.89,0.75,102.0,108.0,63.0,94.0,111.0,2024-2025
665,Scott Kingery,664068,0.688,0.25,0.0,0.062,0.125,0.0,0.356,0.746,0.6,0.682,-1.5,35.84945373828356,100.2,0.274875,0.19993103448275862,LAA,29.0,27.0,4.0,3.0,0.0,0.0,1.0,1.0,0.148,0.207,0.185,0.4,0.379,0.069,-2.97,-61.41,,,,,95.0,2024-2025
666,Scott McGough,543518,,,,,,,0.0,0.5,1.0,1.0,,,,,0.0,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.94,-1761.66,,,,,,2024-2025
667,Sean Bouchard,656248,0.45,0.28,0.23,0.03,0.3,0.17,0.234,0.632,0.659,0.767,14.0,27.22464718121089,102.11,0.29704040404040405,0.24526324444444444,COL,180.0,157.0,28.0,21.0,2.0,15.0,5.0,1.0,0.178,0.272,0.274,0.154,0.333,0.106,-2.47,-8.22,,,,91.0,102.0,2024-2025
668,Sean Murphy,669221,0.494,0.281,0.177,0.115,0.287,0.202,0.268,0.655,0.694,0.784,9.0,28.22645297537077,106.8,0.39006179775280897,0.3157299264214047,ATL,601.0,524.0,103.0,53.0,26.0,70.0,0.0,0.0,0.197,0.293,0.384,0.0,0.286,0.103,-0.75,-0.74,92.0,98.0,123.0,68.0,99.0,2024-2025
669,Sebastian Rivero,665861,0.417,0.25,0.25,0.083,0.417,0.083,0.491,0.729,0.646,0.745,14.5,30.19345835667441,102.10000000000001,0.2625416666666667,0.20591176470588235,LAA,34.0,33.0,6.0,4.0,0.0,2.0,1.0,0.0,0.182,0.206,0.242,0.2,0.265,0.029,-2.87,-50.71,,,,,87.0,2024-2025
670,Seby Zavala,664874,0.375,0.292,0.25,0.042,0.417,0.333,0.338,0.626,0.631,0.737,20.5,24.17504852145064,103.41,0.37969565217391305,0.25792857142857145,SEA,42.0,39.0,6.0,4.0,1.0,2.0,0.0,0.0,0.154,0.214,0.282,0.0,0.381,0.071,-2.99,-42.71,,,,91.0,88.0,2024-2025
671,Seiya Suzuki,673548,0.327,0.344,0.262,0.143,0.411,0.174,0.206,0.593,0.758,0.839,19.0,26.523488589653617,106.8,0.4452451361867704,0.3568876896831844,CHC,1236.0,1083.0,285.0,149.0,53.0,176.0,21.0,8.0,0.263,0.345,0.48,0.095,0.262,0.108,9.4,4.56,100.0,101.0,117.0,102.0,124.0,2024-2025
